Fp1-LE_alpha,F3-LE_alpha,C3-LE_alpha,P3-LE_alpha,O1-LE_alpha,F7-LE_alpha,T3-LE_alpha,T5-LE_alpha,Fz-LE_alpha,Fp2-LE_alpha,F4-LE_alpha,C4-LE_alpha,P4-LE_alpha,O2-LE_alpha,F8-LE_alpha,T4-LE_alpha,T6-LE_alpha,Cz-LE_alpha,Pz-LE_alpha,A2-A1_alpha,class
10.12,8.51,6.05,10.3,12.63,8.83,5.9,9.97,7.88,9.72,7.45,7.01,10.17,13.71,6.05,5.57,10.14,7.59,10.69,8.87,1
7.79,10.05,18.55,43.18,43.72,8.37,8.56,21.08,11.19,9.12,11.21,24.51,69.96,66.55,7.78,9.35,31.56,25.12,68.0,7.23,1
31.7,39.46,63.92,168.8,128.84,28.1,33.96,106.27,39.98,35.4,41.35,59.92,179.51,144.11,27.66,17.99,76.79,49.99,177.92,10.24,1
23.34,29.9,29.16,81.67,96.63,17.2,17.34,48.59,30.87,23.6,26.17,25.92,77.31,90.81,12.94,9.78,35.82,27.72,93.17,10.32,1
17.73,23.17,27.65,52.02,58.12,12.56,8.44,32.53,28.88,18.54,28.54,32.41,72.85,61.74,16.49,10.08,33.36,30.0,62.33,8.44,1
13.97,10.95,9.95,12.33,14.31,7.34,6.47,10.41,12.63,15.8,12.22,9.71,14.07,14.93,6.64,3.9,9.67,11.95,13.42,6.01,1
19.7,20.61,25.29,63.38,57.16,13.9,13.32,41.27,27.29,22.76,26.25,23.91,61.76,54.25,15.98,10.99,28.81,27.45,67.65,10.44,1
9.77,13.74,19.16,56.38,65.74,8.37,7.58,35.92,15.66,12.01,16.14,22.46,59.26,60.17,10.1,9.82,22.38,18.58,56.17,6.24,1
13.59,21.59,20.47,23.94,22.07,11.52,9.65,20.31,25.83,16.84,24.32,31.28,53.43,34.18,14.08,12.09,29.17,26.21,32.01,10.8,1
10.09,14.79,17.02,32.39,31.64,10.28,8.92,21.64,13.6,7.34,10.33,12.65,21.71,25.35,6.23,6.31,10.3,13.85,30.26,6.72,1
25.64,29.61,32.52,104.75,87.7,18.27,17.15,69.86,36.0,24.82,33.36,33.34,90.77,89.34,21.98,16.57,41.68,30.64,105.28,8.67,1
25.58,17.45,17.82,19.64,14.7,12.12,10.53,10.42,17.89,25.78,16.16,13.08,23.54,18.23,10.02,7.07,12.12,17.26,24.82,7.85,1
28.14,14.57,9.7,13.99,18.96,11.83,5.49,11.6,16.95,29.92,18.56,9.25,11.33,13.45,12.26,4.7,5.82,12.6,14.05,4.64,1
13.05,10.78,8.54,11.01,9.2,9.79,7.86,9.84,10.2,10.56,7.12,8.37,12.01,9.27,3.9,8.45,9.59,10.52,11.99,9.67,1
96.59,31.88,16.21,13.17,24.02,17.8,10.02,15.53,18.85,118.09,25.39,16.66,10.27,17.65,35.3,9.57,10.74,12.87,12.04,8.78,1
8.4,7.95,9.41,10.41,14.64,5.89,6.9,10.28,9.54,6.88,8.35,7.61,11.01,12.78,6.85,3.97,7.66,8.59,12.26,7.1,1
6.42,6.39,7.42,13.84,16.82,5.09,4.31,11.57,7.24,5.47,6.53,7.15,12.28,12.91,3.72,4.72,6.88,8.27,14.41,4.67,1
43.11,13.04,8.95,11.1,12.51,9.45,4.74,9.56,16.21,50.02,16.42,10.06,10.22,9.5,13.68,7.77,7.14,13.73,11.11,6.75,1
11.43,10.61,11.13,13.67,15.9,8.24,7.4,11.84,9.57,12.36,11.03,9.36,10.87,10.3,7.79,5.24,7.22,9.65,12.43,5.33,1
31.74,19.91,16.77,22.06,23.63,13.22,9.36,16.92,24.03,35.46,23.98,18.86,22.7,19.53,13.65,7.98,11.92,20.65,22.68,6.36,1
28.94,11.63,9.34,10.69,9.85,9.02,6.55,8.95,9.9,26.83,11.14,6.83,8.55,6.8,7.23,4.41,6.96,9.02,10.1,6.21,1
19.75,10.05,9.41,15.75,13.94,8.89,7.37,14.13,9.55,19.54,9.08,6.75,11.22,12.19,7.01,4.07,8.31,6.86,11.94,4.16,1
20.74,8.75,6.92,10.13,10.4,6.15,4.67,11.7,9.06,22.6,9.78,8.36,10.24,10.21,7.51,6.18,7.8,8.79,10.28,6.45,1
13.55,11.43,14.67,12.63,9.14,8.95,8.29,14.51,11.06,11.92,11.5,11.58,13.08,7.33,7.34,6.95,7.12,12.16,11.32,7.88,1
5.76,6.9,8.09,8.54,9.0,3.79,5.08,5.84,6.85,7.81,6.66,6.48,7.96,9.23,3.46,3.84,5.39,7.86,9.11,6.71,1
40.24,64.74,100.1,155.25,109.42,48.9,61.12,81.42,65.21,42.82,69.5,88.49,217.72,175.32,43.68,40.05,95.19,71.53,184.75,8.1,1
6.54,6.09,11.34,20.9,38.55,11.16,15.58,73.05,7.8,64.99,7.16,14.92,33.21,30.11,18.32,4.73,8.22,12.68,44.29,6.32,1
5.83,7.06,12.33,7.75,9.73,5.34,6.1,8.4,8.34,6.6,6.32,7.88,13.0,27.52,4.09,4.93,11.73,8.87,8.44,3.52,1
4.43,5.14,8.95,7.02,6.1,3.05,4.7,5.44,5.56,4.93,3.98,5.64,6.42,15.37,2.85,3.7,6.67,6.77,7.94,1.84,1
7.91,8.33,10.38,8.65,15.16,6.6,5.87,10.15,9.45,9.21,8.77,9.55,10.58,13.78,8.88,7.37,7.4,10.77,14.44,4.77,1
8.07,9.89,5.21,8.8,14.69,10.25,6.63,13.63,7.39,7.04,7.86,7.9,7.83,12.4,5.44,4.97,5.31,8.37,10.76,2.1,1
5.62,6.68,9.48,26.55,44.76,4.83,5.94,28.89,8.51,5.66,7.84,11.02,14.0,30.54,6.31,4.64,9.57,10.78,20.33,2.8,1
4.08,3.62,3.83,5.42,7.09,2.76,2.92,9.36,4.03,3.14,3.0,3.59,4.48,7.79,2.74,2.28,3.59,4.14,4.98,2.89,1
4.21,4.11,3.95,6.45,8.09,3.06,3.41,4.98,5.05,3.65,3.53,3.43,6.07,32.08,2.88,2.63,7.22,5.19,4.83,2.03,1
7.76,8.11,10.03,37.01,84.3,6.8,4.85,37.99,13.24,10.19,10.64,11.92,24.03,118.53,7.99,7.46,16.62,13.34,29.77,2.95,1
4.14,5.98,3.85,11.19,20.37,2.74,4.71,22.66,5.62,4.48,5.46,12.03,13.68,39.94,4.14,4.62,14.17,7.76,8.42,3.48,1
8.33,10.48,12.18,13.98,21.67,5.72,5.82,19.42,12.06,7.96,10.51,10.08,6.66,16.83,7.26,4.14,5.1,13.06,13.64,2.17,1
9.1,10.81,12.44,30.33,67.82,6.02,5.5,24.6,13.47,9.88,12.04,10.49,15.72,133.46,8.71,6.63,20.36,13.77,32.4,4.43,1
4.9,6.45,7.55,12.19,21.11,4.39,3.47,16.79,7.57,5.57,5.31,8.7,6.78,26.34,4.0,4.6,7.86,9.63,10.89,3.21,1
8.18,9.19,13.71,27.0,41.87,5.18,4.31,16.15,14.28,7.62,10.15,13.17,15.73,45.03,6.08,4.71,10.55,17.76,25.33,2.18,1
2.71,3.64,2.85,2.58,2.98,2.54,4.69,2.59,3.32,2.64,3.07,4.13,3.36,2.75,2.61,3.6,2.59,3.95,4.2,2.22,1
2.45,3.23,4.09,5.04,8.74,2.16,4.11,4.54,3.43,3.04,3.36,8.33,6.89,6.94,2.98,3.6,3.45,4.29,5.46,2.39,1
3.93,5.01,5.42,7.42,19.49,3.68,4.47,9.42,5.57,3.94,5.8,9.55,8.07,25.2,3.78,4.34,6.71,4.83,6.89,2.81,1
6.25,7.03,16.22,83.71,140.6,4.6,7.84,47.19,10.13,7.25,10.14,11.64,42.31,174.87,9.71,9.99,18.46,13.32,90.76,4.29,1
2.32,5.68,7.99,34.54,56.14,2.48,3.78,30.64,4.48,2.52,3.7,8.39,12.53,27.48,2.0,4.28,8.78,8.08,21.37,2.49,1
3.81,5.47,6.26,17.64,26.38,3.71,5.77,16.14,6.63,5.64,4.51,11.6,10.87,16.12,2.54,3.66,5.44,7.77,14.95,2.17,1
2.6,4.83,6.62,10.76,11.89,3.31,5.77,5.85,4.23,2.32,3.14,5.97,6.62,15.67,2.24,4.05,4.45,5.14,12.67,2.83,1
3.69,4.7,11.29,7.1,6.64,3.68,4.21,3.26,4.39,4.5,3.85,11.46,9.86,23.95,3.43,3.62,8.95,5.61,8.8,1.68,1
5.57,7.52,6.42,5.91,9.73,5.43,4.5,4.88,7.4,4.85,5.56,7.55,6.7,38.99,3.38,3.6,8.73,7.9,7.48,2.37,1
4.91,7.25,8.93,12.28,24.35,4.19,6.44,17.82,8.01,5.61,6.85,12.64,10.17,37.84,4.49,4.76,10.25,10.47,11.74,5.82,1
7.75,9.62,9.26,18.66,29.66,4.64,4.96,14.99,12.69,9.27,11.43,12.85,19.03,66.66,8.85,6.55,11.98,15.11,27.86,2.29,1
2.77,3.09,3.77,4.86,3.85,2.62,6.49,2.9,3.78,2.58,3.38,5.22,4.96,5.96,3.3,4.65,3.5,4.23,4.04,3.24,1
4.23,5.58,8.32,7.31,4.2,4.22,5.38,4.09,6.11,4.46,4.4,6.9,7.51,9.39,2.6,3.55,4.52,8.18,10.7,2.65,1
4.31,4.27,6.75,6.42,4.22,2.66,4.19,3.78,4.96,2.85,3.51,8.33,7.04,7.13,2.38,3.23,4.08,6.01,8.25,1.93,1
5.49,5.43,8.44,5.16,4.94,3.95,5.08,2.33,6.55,5.77,5.06,8.57,5.38,25.01,3.94,3.17,4.76,7.66,7.94,2.1,1
4.0,5.62,6.57,8.11,15.66,3.28,2.87,12.29,7.46,4.18,5.91,9.0,7.8,21.76,3.97,4.12,7.98,8.48,8.73,2.48,1
3.38,3.84,4.52,5.61,6.19,2.01,2.1,4.15,4.89,2.75,3.67,7.68,6.2,7.43,2.59,3.51,3.01,6.78,6.77,1.76,1
2.34,3.12,4.02,3.82,2.91,2.07,3.24,1.84,3.54,1.86,2.74,5.18,3.45,5.81,2.07,1.67,2.14,3.47,4.84,1.6,1
3.86,4.03,5.93,7.19,7.55,2.35,4.0,4.68,4.77,3.28,3.86,9.08,8.3,6.55,3.76,4.35,4.83,5.97,8.33,3.78,1
13.83,13.26,22.47,8.75,11.46,26.33,30.53,8.65,12.33,9.51,13.98,9.02,11.88,9.62,16.31,10.45,12.12,9.54,12.03,15.15,1
5.42,7.07,15.55,52.4,49.29,5.08,11.96,19.5,7.57,4.76,8.89,28.24,88.41,117.74,7.0,16.32,49.11,22.85,155.18,8.5,1
13.33,19.87,29.45,63.17,102.23,11.44,11.18,35.34,23.65,12.18,15.84,14.52,66.26,250.5,9.35,5.68,40.8,36.33,113.91,4.83,1
6.6,3.8,7.8,3.74,5.78,5.55,6.12,2.59,4.1,4.86,3.46,7.99,5.48,5.22,5.15,3.95,4.17,3.59,5.36,2.48,1
8.59,5.19,5.9,7.69,4.43,6.74,7.08,3.57,5.01,9.28,4.48,8.86,5.69,5.87,6.15,4.89,4.36,6.7,7.53,2.72,1
17.75,8.16,10.21,8.11,8.12,12.58,10.55,5.31,4.61,16.53,4.34,6.23,4.5,5.52,7.08,4.0,2.32,6.8,9.72,3.81,1
15.81,6.29,10.29,9.8,8.26,9.13,9.03,5.79,8.02,14.22,8.68,7.44,7.88,9.37,13.18,7.55,5.41,7.73,9.69,6.27,1
14.09,6.52,9.0,6.19,6.66,6.6,7.31,5.53,4.44,12.32,4.58,6.13,5.83,6.22,7.91,4.57,5.73,4.38,6.43,3.76,1
18.85,7.82,8.66,6.53,5.71,7.86,6.56,3.73,6.76,16.41,6.07,7.22,5.7,6.6,7.95,4.52,4.15,6.58,7.53,2.91,1
22.09,8.69,8.86,7.64,7.15,8.27,8.66,3.84,7.67,18.64,8.03,9.65,8.05,8.59,13.04,4.71,4.48,7.16,9.93,3.27,1
21.02,7.94,7.73,8.61,7.57,8.36,5.72,6.68,5.55,16.07,5.75,6.45,6.45,7.72,8.85,5.18,4.86,5.89,7.61,2.78,1
18.73,9.1,7.26,5.5,7.24,15.62,7.46,4.71,5.95,14.16,5.8,5.62,6.12,9.09,9.54,3.66,4.49,4.48,6.77,4.96,1
12.93,6.27,4.93,5.4,5.33,10.0,5.58,3.25,4.86,10.63,5.11,6.25,5.08,6.34,10.48,4.02,3.16,4.61,7.15,4.09,1
22.71,8.61,8.3,8.83,9.08,8.4,6.49,6.91,6.85,19.55,6.64,6.18,6.77,7.56,12.43,4.65,4.57,5.32,7.01,3.02,1
26.3,9.2,10.13,16.0,20.9,8.02,8.67,11.87,11.14,21.46,9.07,9.26,6.72,15.31,15.68,6.02,4.33,9.59,11.65,3.22,1
5.68,6.2,8.07,7.59,5.21,6.23,6.99,3.89,3.07,4.6,3.63,5.64,4.18,5.84,6.52,4.68,4.08,3.97,7.07,2.98,1
16.62,5.68,6.85,7.91,6.47,6.55,9.67,4.66,5.22,12.71,4.51,9.65,6.77,8.44,7.74,5.35,4.61,5.44,7.58,2.92,1
9.84,4.26,7.79,8.6,5.49,8.15,7.08,4.57,6.31,9.24,5.1,7.46,8.49,5.96,5.05,4.14,6.28,7.53,8.54,2.89,1
15.5,6.23,8.76,7.81,6.62,5.87,7.24,4.72,5.02,14.24,5.5,6.04,8.53,8.73,8.53,4.79,5.59,5.44,7.74,2.38,1
22.06,5.35,8.24,8.05,6.36,4.69,9.8,4.07,6.85,16.75,6.47,7.52,6.78,8.07,10.0,4.53,5.14,6.17,7.7,2.87,1
11.46,5.27,10.53,6.92,7.18,5.84,7.65,4.08,4.55,8.49,3.84,6.89,8.98,10.24,5.54,4.14,5.1,4.7,8.35,3.16,1
7.86,5.15,8.55,8.61,6.36,9.7,8.98,5.04,4.86,7.21,4.67,7.61,6.82,6.86,7.93,3.74,5.49,4.33,6.91,4.37,1
11.14,6.6,9.98,7.52,5.67,6.99,8.06,4.31,5.51,9.48,4.63,7.26,7.68,7.37,6.7,5.05,6.34,5.81,8.08,3.25,1
4.34,4.82,6.83,8.56,5.73,4.56,7.65,5.02,4.39,5.67,3.75,8.07,6.68,6.67,6.27,5.22,3.66,6.64,7.61,4.09,1
14.72,7.61,8.18,4.81,5.56,8.93,4.77,3.5,5.17,11.61,5.47,6.36,4.87,6.12,8.31,4.91,4.36,5.0,5.87,3.12,1
11.37,5.86,7.43,9.46,7.55,6.31,8.48,4.72,4.87,9.25,4.57,6.43,7.51,10.16,10.38,4.32,6.18,5.94,10.97,3.55,1
10.43,5.62,6.51,6.84,5.8,10.85,6.74,4.33,5.24,13.27,4.61,12.7,11.41,5.6,7.76,3.74,5.64,5.34,8.25,3.22,1
14.39,5.95,10.05,9.91,7.54,7.03,7.53,6.3,7.06,11.34,5.41,10.45,12.59,8.86,7.58,6.9,6.63,8.72,9.57,3.35,1
12.93,8.41,10.59,8.07,5.75,10.85,7.83,3.91,5.98,12.08,5.26,6.53,7.37,7.18,7.38,5.39,4.19,6.23,7.99,3.26,1
7.71,5.38,7.11,8.31,5.76,10.27,9.89,3.71,4.3,8.43,2.62,6.12,7.76,6.39,6.51,5.36,4.98,6.6,7.71,3.57,1
6.05,5.45,8.21,9.55,6.89,6.32,9.32,5.95,4.21,6.11,3.55,7.29,6.28,6.0,4.05,7.34,5.35,4.79,7.18,3.84,1
10.27,5.38,5.72,6.88,6.77,8.07,8.01,5.8,4.52,8.65,4.2,6.07,6.96,10.3,8.09,5.95,4.36,4.58,7.01,9.27,1
10.8,6.0,7.71,5.23,4.8,6.28,4.88,2.59,5.34,10.65,6.26,9.33,6.47,3.93,8.95,4.48,3.44,5.92,7.17,2.92,1
12.57,6.54,8.29,5.75,5.1,3.76,2.92,3.09,6.11,12.54,6.59,6.71,6.47,4.12,5.3,3.75,3.18,5.61,7.06,2.46,1
5.04,5.53,7.37,4.08,5.33,3.54,5.53,2.8,3.53,5.35,3.63,6.29,3.88,5.52,4.74,3.92,3.88,3.82,5.94,2.29,1
4.57,3.09,7.78,5.18,5.73,5.01,3.49,3.15,2.87,5.48,3.71,7.6,8.24,9.06,3.51,4.12,4.34,3.7,10.43,3.04,1
10.92,5.64,5.65,4.02,4.03,8.83,5.25,2.79,3.56,10.19,3.84,6.37,4.96,4.97,5.89,4.36,3.48,4.25,6.5,3.33,1
7.42,4.62,5.52,3.24,3.84,7.16,5.55,2.57,3.79,7.01,2.98,7.59,6.19,5.92,3.84,3.89,4.4,4.01,4.3,3.83,1
32.36,19.28,20.06,20.06,22.44,20.22,18.08,20.06,18.12,28.54,17.29,82.75,848.36,8.63,322.56,5.16,38.42,157.61,632.31,55.21,1
20.39,6.64,7.21,5.35,6.46,8.47,4.72,3.29,5.95,17.58,5.21,9.75,11.24,6.67,6.3,3.92,4.75,6.12,11.39,2.28,1
20.9,7.66,5.67,7.81,8.11,6.61,6.34,6.24,5.97,17.12,5.59,9.35,8.27,6.9,6.03,4.71,4.21,7.55,8.58,4.78,1
46.97,41.21,52.37,12.29,8.41,35.04,26.58,9.34,20.25,36.07,25.71,17.21,8.34,9.24,33.12,11.44,6.53,15.88,13.44,6.97,1
16.44,7.13,7.38,5.41,8.27,11.89,5.35,5.11,4.68,13.52,4.2,4.04,4.53,7.28,8.91,4.29,2.56,4.35,7.92,3.17,1
12.71,7.39,10.5,5.08,6.47,12.71,7.03,4.65,5.61,11.41,5.17,5.79,6.24,6.69,9.55,3.38,3.25,6.29,7.09,3.03,1
16.7,7.44,8.1,4.15,5.98,12.08,6.3,3.61,6.3,14.84,5.22,3.44,3.39,6.82,7.68,2.39,2.79,3.96,5.08,3.39,1
22.46,7.53,10.35,7.29,6.69,10.19,6.15,4.53,6.34,17.88,5.35,3.93,6.61,6.65,7.74,3.79,3.29,7.57,8.88,3.17,1
5.9,4.13,5.72,5.69,5.1,7.91,2.98,3.77,4.53,5.59,3.31,3.44,5.25,5.65,6.71,2.87,2.62,5.78,6.64,3.05,1
8.01,4.37,8.83,3.49,3.25,6.36,3.92,2.63,4.03,7.81,3.81,2.77,3.49,3.37,6.95,2.85,2.22,3.67,6.27,3.17,1
10.79,3.72,6.3,4.57,3.22,5.72,3.64,3.01,4.31,7.73,4.37,3.88,5.32,5.66,6.49,2.96,3.22,4.73,6.09,2.74,1
7.54,5.5,9.8,4.43,3.48,8.78,5.73,3.26,4.58,5.98,3.82,4.08,4.07,5.76,5.68,3.23,2.2,5.79,7.32,2.56,1
6.72,4.57,6.94,7.94,8.9,6.22,3.03,4.25,3.91,5.68,2.74,3.4,7.9,12.66,6.46,3.51,5.35,4.51,9.05,2.93,1
16.26,4.98,7.23,3.86,3.72,5.79,4.0,2.65,5.55,11.9,4.94,3.02,4.52,4.14,6.97,2.51,2.75,4.08,4.5,5.17,1
4.84,4.56,8.2,4.37,3.7,3.55,4.92,3.76,4.58,3.65,3.29,3.69,4.02,3.22,3.13,3.16,2.72,4.47,4.1,3.29,1
16.56,5.73,6.12,4.09,3.18,4.85,3.37,2.63,5.73,11.79,4.34,3.68,4.34,3.22,5.09,2.44,3.08,4.66,3.9,2.02,1
18.52,5.07,5.63,3.1,2.27,5.42,3.33,2.29,4.68,13.82,3.85,2.32,3.61,3.03,7.04,2.16,1.86,2.55,3.92,1.82,1
21.72,8.24,6.88,5.33,5.11,6.59,2.73,3.37,7.0,17.28,6.58,3.76,4.85,6.99,7.5,3.36,2.96,4.19,5.1,2.73,1
6.84,4.47,7.16,3.25,3.39,4.17,3.42,2.41,3.41,6.85,2.88,3.33,4.63,4.39,3.41,2.3,2.68,3.51,6.11,1.68,1
13.68,5.61,9.68,4.23,5.66,8.45,4.3,3.74,5.33,13.97,5.84,3.62,5.05,8.46,14.17,3.75,3.51,4.38,6.76,4.42,1
9.92,6.92,8.93,4.21,3.73,7.87,3.07,2.99,4.92,10.93,4.94,4.45,4.24,5.28,6.68,3.25,2.92,4.83,5.08,2.93,1
20.56,9.24,7.31,4.98,6.14,10.65,3.94,4.87,7.11,20.35,6.58,4.48,5.74,7.74,9.82,2.72,3.67,6.49,6.72,2.55,1
19.83,8.92,11.27,6.15,6.99,10.97,4.23,5.22,7.47,17.51,6.53,5.95,5.22,8.01,10.51,5.22,3.29,6.64,6.93,4.27,1
21.41,6.38,11.5,6.74,8.67,9.72,5.56,5.94,7.07,17.96,6.61,3.49,5.5,7.55,8.79,3.48,4.19,6.22,6.71,4.11,1
33.72,8.98,7.74,8.28,8.48,13.67,7.57,6.07,9.45,25.67,10.36,8.15,8.59,10.17,16.0,11.46,5.13,7.34,10.61,6.47,1
35.5,15.46,3.85,4.21,7.23,23.6,8.74,5.16,5.89,23.45,3.52,2.78,3.65,4.05,3.12,3.31,1.5,2.6,3.7,3.38,1
9.67,11.65,18.58,23.05,13.31,6.37,7.7,17.92,12.61,8.68,10.15,11.45,14.14,11.17,6.91,8.99,7.79,13.53,17.32,5.36,1
3.84,6.54,12.25,14.79,7.11,4.01,5.17,7.89,7.51,3.94,7.08,10.09,12.36,8.2,5.09,6.94,6.17,10.58,12.5,4.62,1
9.31,5.94,11.94,18.3,11.52,4.82,5.13,13.13,6.37,8.61,6.32,8.26,252.82,32.06,5.8,3.31,325.61,81.95,15.03,7.12,1
8.41,10.4,17.82,23.14,16.44,7.08,7.45,13.3,10.21,6.62,8.32,13.59,23.57,20.03,7.12,8.43,12.78,13.83,26.06,7.54,1
3.81,6.34,15.46,30.01,20.09,3.24,5.27,17.36,6.22,3.93,6.27,14.95,28.77,28.47,5.01,8.2,18.46,14.19,29.37,7.79,1
6.17,8.04,17.97,28.6,19.87,4.34,6.29,19.48,10.09,7.67,11.22,17.83,28.17,22.36,7.85,10.94,12.51,16.18,30.71,6.93,1
7.76,11.04,18.04,34.85,24.98,5.12,10.08,19.33,10.3,6.8,10.0,20.33,42.41,33.35,7.01,11.55,23.8,17.33,38.88,6.85,1
16.45,27.93,44.35,71.36,40.17,12.97,17.3,39.01,30.52,15.36,25.95,40.33,65.4,43.35,13.28,11.29,24.64,44.2,69.8,6.32,1
9.52,16.78,32.05,52.45,37.64,7.32,9.47,24.92,19.99,11.4,19.63,33.0,59.64,56.18,11.4,10.94,28.93,33.62,58.03,6.37,1
14.0,30.9,44.51,59.1,36.62,15.46,14.01,37.54,30.2,12.18,25.62,39.72,56.5,40.75,14.52,13.28,25.42,43.83,62.5,6.42,1
11.15,21.41,17.48,19.52,27.61,9.23,10.47,16.25,22.88,13.42,23.04,22.28,23.24,33.04,13.93,12.51,17.16,20.47,22.0,7.85,1
6.32,12.54,15.48,17.04,14.23,7.59,9.84,9.24,12.32,5.43,10.51,12.32,249.37,12.69,5.47,5.95,313.68,14.56,15.85,5.94,1
11.76,13.1,10.7,9.67,8.66,8.32,8.7,8.02,11.62,10.65,10.17,8.77,10.51,8.58,7.87,9.91,7.74,10.47,9.55,8.31,1
15.71,24.87,31.47,27.65,12.83,12.1,11.19,14.29,25.01,14.15,24.44,28.24,37.25,19.16,15.54,24.0,18.41,30.55,33.83,6.6,1
14.44,40.12,52.51,70.51,33.41,19.2,22.24,37.29,30.08,13.14,25.87,41.3,55.39,32.78,14.99,18.33,26.01,45.06,68.37,11.08,1
10.31,17.91,20.32,16.12,9.54,8.95,12.34,9.23,20.91,11.16,21.72,25.08,18.37,11.56,11.26,11.77,10.66,22.52,19.72,8.71,1
12.22,11.26,17.02,27.93,22.01,9.29,12.25,16.44,11.33,14.04,12.75,17.43,26.59,19.79,12.01,27.04,18.29,15.22,26.13,10.46,1
12.42,23.4,35.96,52.92,27.16,11.21,13.8,29.55,23.27,14.06,22.16,29.62,39.35,24.79,17.39,15.66,18.66,32.4,46.63,9.76,1
10.79,16.37,20.5,22.01,15.17,8.14,10.34,14.98,15.95,10.74,13.08,15.49,18.97,14.81,7.74,11.07,9.82,19.71,21.15,13.63,1
8.28,7.47,9.83,9.93,12.27,6.7,7.19,12.43,8.19,7.87,7.47,8.74,11.42,11.62,8.48,9.95,9.84,9.47,9.59,13.11,1
7.03,12.33,17.35,11.07,7.79,12.07,12.65,14.76,10.74,6.45,9.88,13.89,13.29,9.7,8.53,40.27,16.17,11.51,9.17,4.3,1
2.33,3.29,4.17,5.3,5.92,2.59,4.02,5.65,3.65,2.59,4.0,4.37,5.66,6.38,2.96,3.23,4.23,4.04,5.13,7.09,1
4.11,7.34,10.27,15.18,13.12,3.41,5.47,11.5,8.9,5.16,8.65,13.82,19.36,15.75,7.79,9.33,13.06,12.64,16.25,8.03,1
10.54,32.77,52.19,71.77,36.95,20.94,23.23,48.75,25.54,11.16,22.65,37.74,42.2,27.71,11.45,20.99,19.26,43.79,60.66,10.71,1
13.04,31.3,51.79,59.44,39.11,14.38,25.4,40.24,30.25,11.17,26.81,32.97,42.54,33.13,16.46,27.38,23.67,39.97,59.35,14.0,1
16.42,36.15,54.94,50.39,30.93,22.05,20.95,27.02,32.36,14.98,30.55,40.88,44.05,26.89,19.68,23.15,21.58,45.38,59.47,10.39,1
24.25,42.21,70.63,57.13,50.15,23.69,40.14,34.69,42.67,16.38,39.76,41.53,49.84,45.14,25.69,33.41,30.69,44.13,61.97,10.89,1
11.03,22.0,30.76,37.74,45.01,13.39,15.3,24.65,19.48,10.61,17.67,23.8,26.44,52.43,13.41,30.11,17.62,24.65,35.03,8.41,1
17.55,25.44,30.49,28.93,20.86,15.27,16.35,25.4,20.88,11.46,18.77,20.59,19.08,12.99,13.89,11.5,10.4,24.36,27.13,12.59,1
23.12,43.21,62.49,76.11,49.08,22.83,28.43,38.91,40.01,15.98,33.29,41.51,49.01,29.67,22.18,41.24,25.75,52.16,73.57,11.95,1
18.59,29.75,27.32,26.97,15.41,22.41,12.39,20.51,23.18,15.54,20.64,24.63,21.46,15.68,18.6,12.14,12.1,26.5,23.21,11.25,1
17.22,37.71,59.51,91.46,52.01,16.46,23.83,59.14,29.9,18.31,29.86,51.92,77.23,64.44,20.81,43.9,45.53,53.71,76.84,9.65,1
20.57,34.44,51.92,77.65,45.56,14.46,19.46,40.62,36.98,21.8,32.09,42.53,58.25,37.72,19.96,11.58,20.29,56.22,73.57,8.26,1
33.76,66.1,76.76,89.52,55.85,26.65,22.38,52.01,69.04,32.94,56.98,69.6,74.35,36.11,27.3,11.59,13.43,96.44,104.71,12.0,1
21.31,45.89,54.32,48.58,31.21,22.72,23.93,31.47,43.67,18.57,37.63,46.87,52.43,29.93,19.48,12.3,17.27,56.97,65.88,10.43,1
20.21,67.74,89.71,68.1,30.28,23.52,21.84,31.14,47.86,22.08,42.93,67.28,59.88,29.09,31.39,52.44,35.24,72.89,78.71,7.29,1
12.25,25.2,41.23,44.18,22.67,12.52,13.33,21.87,24.69,11.22,24.41,30.69,44.66,20.26,19.69,13.34,17.09,37.71,60.12,7.7,1
23.53,44.52,74.14,83.67,38.45,17.95,30.91,37.52,53.57,21.58,51.35,64.01,79.25,36.68,33.43,50.99,39.38,69.86,91.98,5.56,1
7.84,11.62,17.93,26.63,15.89,8.11,12.47,15.81,12.54,7.19,8.8,14.25,20.08,15.48,4.78,9.33,9.18,17.48,19.44,6.78,1
12.64,39.36,55.43,76.78,68.51,19.71,26.35,53.38,25.61,15.59,24.88,38.89,54.72,73.0,14.75,30.4,24.67,39.73,65.12,8.47,1
8.03,11.41,14.46,12.11,9.9,10.88,15.63,12.55,13.03,7.15,11.19,10.89,12.55,11.32,8.03,10.77,10.77,13.15,12.29,6.61,1
8.64,13.42,18.15,15.6,13.65,10.75,19.21,11.07,12.05,6.51,10.87,13.78,17.53,16.55,7.86,10.9,11.66,15.27,18.14,8.04,1
14.39,27.95,53.84,54.76,40.89,16.49,31.41,35.32,27.38,17.11,26.0,34.07,42.49,32.95,26.21,57.44,28.46,41.41,52.9,10.09,1
40.92,30.01,35.69,49.36,25.78,13.85,21.65,25.32,27.24,19.17,22.04,35.36,45.65,25.52,16.06,22.33,31.66,37.11,47.01,9.75,1
16.09,25.28,55.08,66.69,40.78,16.23,23.46,40.08,24.83,12.25,24.41,35.76,54.49,43.4,24.2,43.8,39.6,36.4,63.52,10.36,1
